"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"7","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","35","Parameter 'numeroUnidade' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"8","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","44","Parameter 'numeroNatural' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"9","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","50","Avoid using final local variables, turn them into fields","Controversial","AvoidFinalLocalVariable"
"10","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","5","51","Found 'DD'-anomaly for variable 'result' (lines '51'-'52').","Controversial","DataflowAnomalyAnalysis"
"11","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","60","Parameter 'obj' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"12","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","60","The method 'equals' has a Cyclomatic Complexity of 10.","Code Size","CyclomaticComplexity"
"13","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","60","The method 'equals' has a Modified Cyclomatic Complexity of 10.","Code Size","ModifiedCyclomaticComplexity"
"14","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","60","The method 'equals' has a Standard Cyclomatic Complexity of 10.","Code Size","StdCyclomaticComplexity"
"15","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","61","Avoid using if statements without curly braces","Braces","IfStmtsMustUseBraces"
"16","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","62","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"17","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","63","Avoid using if statements without curly braces","Braces","IfStmtsMustUseBraces"
"18","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","64","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"19","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","65","Avoid using if statements without curly braces","Braces","IfStmtsMustUseBraces"
"20","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","66","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"21","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","67","Local variable 'other' could be declared final","Optimization","LocalVariableCouldBeFinal"
"22","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","69","Avoid using if statements without curly braces","Braces","IfStmtsMustUseBraces"
"23","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","70","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"24","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","71","Avoid using if statements without curly braces","Braces","IfStmtsMustUseBraces"
"25","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","72","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"26","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","74","Avoid using if statements without curly braces","Braces","IfStmtsMustUseBraces"
"27","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","75","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"28","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","76","Avoid using if statements without curly braces","Braces","IfStmtsMustUseBraces"
"29","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewUnidadeId.java","3","77","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"1","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidade.java","3","35","Avoid variables with short names like id","Naming","ShortVariable"
"2","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidade.java","3","40","Document empty constructor","Design","UncommentedEmptyConstructor"
"3","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidade.java","3","43","Avoid variables with short names like id","Naming","ShortVariable"
"4","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidade.java","3","43","Parameter 'id' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"5","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidade.java","3","51","Avoid variables with short names like id","Naming","ShortVariable"
"6","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidade.java","3","51","Parameter 'id' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"7","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidade.java","3","65","Parameter 'numeroTipoUnidade' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"1","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","14","The class 'ViewVinculoUnidadeId' has a Cyclomatic Complexity of 3 (Highest = 16).","Code Size","CyclomaticComplexity"
"2","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","14","The class 'ViewVinculoUnidadeId' has a Modified Cyclomatic Complexity of 3 (Highest = 16).","Code Size","ModifiedCyclomaticComplexity"
"3","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","14","The class 'ViewVinculoUnidadeId' has a Standard Cyclomatic Complexity of 3 (Highest = 16).","Code Size","StdCyclomaticComplexity"
"4","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","19","Avoid excessively long variable names like numeroUnidadeVinculada","Naming","LongVariable"
"5","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","22","Avoid excessively long variable names like numeroNaturalVinculada","Naming","LongVariable"
"6","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","25","Avoid excessively long variable names like numeroUnidadeVitec","Naming","LongVariable"
"7","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","28","Avoid excessively long variable names like numeroNaturalVitec","Naming","LongVariable"
"8","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","34","Document empty constructor","Design","UncommentedEmptyConstructor"
"9","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","43","Avoid excessively long variable names like numeroNaturalVinculada","Naming","LongVariable"
"10","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","43","Avoid excessively long variable names like numeroNaturalVitec","Naming","LongVariable"
"11","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","43","Avoid excessively long variable names like numeroUnidadeVinculada","Naming","LongVariable"
"12","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","43","Avoid excessively long variable names like numeroUnidadeVitec","Naming","LongVariable"
"13","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","43","Parameter 'numeroNaturalVinculada' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"14","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","43","Parameter 'numeroNaturalVitec' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"15","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","43","Parameter 'numeroUnidadeVinculada' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"16","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","43","Parameter 'numeroUnidadeVitec' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"17","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","61","Avoid excessively long variable names like numeroUnidadeVinculada","Naming","LongVariable"
"18","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","61","Parameter 'numeroUnidadeVinculada' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"19","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","75","Avoid excessively long variable names like numeroNaturalVinculado","Naming","LongVariable"
"20","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","75","Parameter 'numeroNaturalVinculado' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"21","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","89","Avoid excessively long variable names like numeroUnidadeVitec","Naming","LongVariable"
"22","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","89","Parameter 'numeroUnidadeVitec' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"23","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","103","Avoid excessively long variable names like numeroNaturalVitec","Naming","LongVariable"
"24","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","103","Parameter 'numeroNaturalVitec' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"25","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","108","The method hashCode() has an NPath complexity of 625","Code Size","NPathComplexity"
"26","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","109","Avoid using final local variables, turn them into fields","Controversial","AvoidFinalLocalVariable"
"27","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","5","110","Found 'DD'-anomaly for variable 'result' (lines '110'-'111').","Controversial","DataflowAnomalyAnalysis"
"28","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","119","Parameter 'obj' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"29","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","119","The method 'equals' has a Cyclomatic Complexity of 16.","Code Size","CyclomaticComplexity"
"30","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","119","The method 'equals' has a Modified Cyclomatic Complexity of 16.","Code Size","ModifiedCyclomaticComplexity"
"31","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","119","The method 'equals' has a Standard Cyclomatic Complexity of 16.","Code Size","StdCyclomaticComplexity"
"32","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","119","The method equals() has an NPath complexity of 2048","Code Size","NPathComplexity"
"33","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","120","Avoid using if statements without curly braces","Braces","IfStmtsMustUseBraces"
"34","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","121","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"35","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","122","Avoid using if statements without curly braces","Braces","IfStmtsMustUseBraces"
"36","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","123","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"37","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","124","Avoid using if statements without curly braces","Braces","IfStmtsMustUseBraces"
"38","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","125","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"39","br.gov.caixa.siget.entity","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/entity/ViewVinculoUnidadeId.java","3","126","Local variable 'other' could be declared final","Optimization","LocalVariableCouldBeFinal"
